pl_name,pl_discmethod,pl_orbper,pl_radj,pl_bmassj,pl_dens
Kepler-102 d,Transit,10.31170000,0.105,0.01200,13.27000
Kepler-102 e,Transit,16.14570000,0.198,0.02800,4.68000
47 UMa b,Radial Velocity,1078.00000000,,2.53000,
47 UMa c,Radial Velocity,2391.00000000,,0.54000,
47 UMa d,Radial Velocity,14002.00000000,,1.64000,
51 Peg b,Radial Velocity,4.23078500,,0.47200,
55 Cnc b,Radial Velocity,14.65152000,,0.83060,
55 Cnc c,Radial Velocity,44.41750000,,0.17140,
55 Cnc d,Radial Velocity,4825.00000000,,3.87800,
55 Cnc e,Radial Velocity,0.73653900,0.170,0.02542,6.40000
55 Cnc f,Radial Velocity,262.00000000,,0.14100,
61 Vir b,Radial Velocity,4.21500000,,0.01600,
61 Vir c,Radial Velocity,38.02100000,,0.05700,
61 Vir d,Radial Velocity,123.01000000,,0.07200,
70 Vir b,Radial Velocity,116.68800000,,7.41600,
75 Cet b,Radial Velocity,691.90000000,,3.00000,
81 Cet b,Radial Velocity,952.70000000,,5.30000,
91 Aqr b,Radial Velocity,181.40000000,,3.20000,
AB Pic b,Imaging,,,13.50000,
CT Cha b,Imaging,,2.200,17.00000,
GJ 163 b,Radial Velocity,8.63182000,,0.03335,
GJ 163 c,Radial Velocity,25.63058000,,0.02140,
GJ 163 d,Radial Velocity,603.95116000,,0.09250,
GJ 179 b,Radial Velocity,2288.00000000,,0.82000,
GJ 317 b,Radial Velocity,695.66000000,,1.75282,
GJ 328 b,Radial Velocity,4100.00000000,,2.30000,
GJ 433 b,Radial Velocity,7.37050000,,0.01901,
GJ 436 b,Radial Velocity,2.64388312,0.372,0.07000,1.80000
GJ 504 b,Imaging,,,4.00000,
GJ 581 b,Radial Velocity,5.36860000,,0.04970,
GJ 581 c,Radial Velocity,12.91400000,,0.01730,
GJ 581 e,Radial Velocity,3.14900000,,0.00530,
GJ 649 b,Radial Velocity,598.30000000,,0.32800,
GJ 667 C b,Radial Velocity,7.20040000,,0.01800,
GJ 667 C c,Radial Velocity,28.14000000,,0.01200,
GJ 667 C e,Radial Velocity,62.24000000,,0.00800,
GJ 667 C f,Radial Velocity,39.02600000,,0.00800,
GJ 667 C g,Radial Velocity,256.20000000,,0.01400,
Kepler-146 c,Transit,76.73217100,0.279,,
Kepler-147 b,Transit,12.61058400,0.136,,
Kepler-147 c,Transit,33.41642300,0.217,,
Kepler-148 b,Transit,1.72936600,0.161,,
Kepler-148 c,Transit,4.18004300,0.321,,
Kepler-149 b,Transit,29.19894300,0.376,,
Kepler-149 c,Transit,55.32832800,0.144,,
Kepler-149 d,Transit,160.01803200,0.353,,
Kepler-150 b,Transit,3.42805400,0.112,,
Kepler-150 c,Transit,7.38199800,0.329,,
Kepler-150 d,Transit,12.56093000,0.249,,
Kepler-150 e,Transit,30.82655700,0.278,,
Kepler-151 b,Transit,15.22895800,0.273,,
Kepler-151 c,Transit,24.67461200,0.186,,
Kepler-152 b,Transit,18.20797300,0.249,,
Kepler-152 c,Transit,88.25505500,0.213,,
Kepler-153 b,Transit,18.87022700,0.261,,
Kepler-153 c,Transit,46.90232000,0.226,,
HD 142 c,Radial Velocity,6005.00000000,,5.30000,
HD 564 b,Radial Velocity,492.30000000,,0.33000,
HD 1461 b,Radial Velocity,5.77152000,,0.02026,
HD 1502 b,Radial Velocity,428.50000000,,2.75000,
HD 1605 b,Radial Velocity,577.20000000,,0.93400,
HD 1605 c,Radial Velocity,2149.00000000,,3.62000,
HD 1666 b,Radial Velocity,270.00000000,,6.43000,
HD 1690 b,Radial Velocity,533.00000000,,8.79000,
HD 2039 b,Radial Velocity,1120.00000000,,6.29000,
HD 2638 b,Radial Velocity,3.44420000,,0.42000,
HD 2952 b,Radial Velocity,311.60001000,,1.37000,
HD 3651 b,Radial Velocity,62.25000000,,0.22800,
HD 4113 b,Radial Velocity,526.62000000,,1.56000,
HD 4203 b,Radial Velocity,431.88000000,,2.23000,
HD 4203 c,Radial Velocity,6700.00000000,,2.17000,
HD 4208 b,Radial Velocity,832.97000000,,0.81000,
HD 4308 b,Radial Velocity,15.56000000,,0.05000,
HD 4313 b,Radial Velocity,356.21000000,,1.92700,
HD 97658 b,Radial Velocity,9.49090000,0.210,0.03000,
HD 98219 b,Radial Velocity,433.80000000,,1.96400,
HD 98649 b,Radial Velocity,6022.97250000,,6.79000,
HD 99109 b,Radial Velocity,439.29999000,,0.44000,
HD 99492 b,Radial Velocity,17.04310000,,0.07000,
HD 99706 b,Radial Velocity,841.00000000,,1.23000,
HD 100546 b,Imaging,,6.900,,
HD 100655 b,Radial Velocity,157.57001000,,1.61000,
HD 100777 b,Radial Velocity,383.70001000,,1.03000,
HD 101930 b,Radial Velocity,70.46000000,,0.25000,
HD 102117 b,Radial Velocity,20.81330000,,0.17000,
HD 102195 b,Radial Velocity,4.11377000,,0.41000,
HD 102272 b,Radial Velocity,127.58000000,,4.94000,
HD 102365 b,Radial Velocity,122.10000000,,0.05000,
HD 102329 b,Radial Velocity,778.09998000,,8.16000,
HD 102956 b,Radial Velocity,6.49470000,,0.96000,
HD 103197 b,Radial Velocity,47.84000000,,0.09000,
HD 103720 b,Radial Velocity,4.55570000,,0.62000,
GJ 674 b,Radial Velocity,4.69380000,,0.03500,
GJ 676 A b,Radial Velocity,1056.80005000,,4.96000,
GJ 676 A d,Radial Velocity,3.60050000,,0.01400,
GJ 676 A e,Radial Velocity,35.39000000,,0.02500,
GJ 687 b,Radial Velocity,38.14200000,,0.05412,
GJ 832 b,Radial Velocity,3657.00000000,,0.68000,
GJ 832 c,Radial Velocity,35.68000000,,0.01700,
GJ 849 b,Radial Velocity,1882.00000000,,1.00000,
GJ 876 b,Radial Velocity,61.11660000,,2.27560,
GJ 876 c,Radial Velocity,30.08810000,,0.71420,
GJ 876 d,Radial Velocity,1.93778000,,0.02100,
GJ 876 e,Radial Velocity,124.26000000,,0.04600,
GJ 1214 b,Transit,1.58040456,0.254,0.01970,1.49000
GJ 3021 b,Radial Velocity,133.71000000,,3.37000,
GJ 3293 b,Radial Velocity,30.59870000,,0.07406,
GJ 3293 c,Radial Velocity,122.61960000,,0.06636,
GJ 3341 b,Radial Velocity,14.20700000,,0.02080,
GJ 3470 b,Radial Velocity,3.33664960,0.408,0.04373,0.80000
Kepler-154 b,Transit,33.04053200,0.202,,
Kepler-154 c,Transit,62.30327600,0.263,,
Kepler-155 b,Transit,5.93119400,0.186,,
Kepler-155 c,Transit,52.66179300,0.200,,
Kepler-156 b,Transit,4.97345600,0.205,,
Kepler-156 c,Transit,15.90680100,0.227,,
Kepler-157 b,Transit,1.73234200,0.118,,
Kepler-157 c,Transit,13.54050000,0.200,,
Kepler-158 b,Transit,16.70918400,0.189,,
Kepler-158 c,Transit,28.55138300,0.170,,
Kepler-159 b,Transit,10.13962300,0.212,,
Kepler-159 c,Transit,43.59579200,0.304,,
Kepler-160 b,Transit,4.30939700,0.153,,
Kepler-160 c,Transit,13.69942900,0.335,,
Kepler-161 b,Transit,4.92135500,0.189,,
Kepler-161 c,Transit,7.06424000,0.183,,
Kepler-162 b,Transit,6.91979800,0.112,,
Kepler-162 c,Transit,19.44635500,0.270,,
HD 4732 b,Radial Velocity,360.20000000,,2.37000,
HD 4732 c,Radial Velocity,2732.00000000,,2.37000,
HD 5319 b,Radial Velocity,637.10000000,,1.55600,
HD 5319 c,Radial Velocity,872.20000000,,1.05300,
HD 5608 b,Radial Velocity,779.90000000,,1.68100,
HD 5891 b,Radial Velocity,177.11000000,,7.63000,
HD 6434 b,Radial Velocity,21.99800000,,0.49000,
HD 6718 b,Radial Velocity,2496.00000000,,1.68000,
HD 7199 b,Radial Velocity,615.00000000,,0.27000,
HD 7449 b,Radial Velocity,1255.50000000,,0.50800,
HD 7924 b,Radial Velocity,5.39792000,,0.02000,
HD 7924 c,Radial Velocity,15.29900000,,0.02473,
HD 7924 d,Radial Velocity,24.45100000,,0.02026,
HD 8535 b,Radial Velocity,1313.00000000,,0.68000,
HD 8574 b,Radial Velocity,227.00000000,,2.03000,
HD 8673 b,Radial Velocity,1634.00000000,,14.20000,
HD 9446 b,Radial Velocity,30.05200000,,0.70000,
HD 9446 c,Radial Velocity,192.90000000,,1.82000,
HD 103774 b,Radial Velocity,5.88810000,,0.36700,
HD 104067 b,Radial Velocity,55.80600000,,0.16000,
HD 104985 b,Radial Velocity,199.50500000,,8.30000,
HD 106252 b,Radial Velocity,1531.00000000,,6.93000,
HD 106270 b,Radial Velocity,1888.00000000,,10.13000,
HD 106515 A b,Radial Velocity,3630.00000000,,9.61000,
HD 106906 b,Imaging,,,11.00000,
HD 107148 b,Radial Velocity,48.05600000,,0.21000,
HD 108147 b,Radial Velocity,10.89850000,,0.26100,
HD 108341 b,Radial Velocity,1129.00000000,,3.50000,
HD 108863 b,Radial Velocity,437.70000000,,2.41400,
HD 108874 b,Radial Velocity,394.48123000,,1.42000,
HD 108874 c,Radial Velocity,1624.00000000,,0.99000,
HD 109246 b,Radial Velocity,68.27000000,,0.86000,
HD 109271 b,Radial Velocity,7.85430000,,0.05400,
HD 109271 c,Radial Velocity,30.93000000,,0.07600,
HD 109749 b,Radial Velocity,5.23989100,,0.27000,
HD 110014 b,Radial Velocity,835.47700000,,11.09000,
GJ 3634 b,Radial Velocity,2.64561000,,0.02600,
GSC 06214-00210 b,Imaging,,,16.00000,
HAT-P-1 b,Transit,4.46529976,1.319,0.52500,0.28200
HAT-P-2 b,Transit,5.63351580,,8.62000,
HAT-P-3 b,Transit,2.89970000,0.940,0.65000,
HAT-P-4 b,Transit,3.05653600,1.274,0.67100,0.40300
HAT-P-5 b,Transit,2.78849000,1.210,0.98000,
HAT-P-6 b,Transit,3.85298000,1.480,1.32000,
HAT-P-8 b,Transit,3.07634000,1.400,1.28000,
HAT-P-9 b,Transit,3.92281072,1.393,0.74900,0.34200
HAT-P-12 b,Transit,3.21305980,0.959,0.21100,0.31920
HAT-P-13 b,Transit,2.91625000,1.272,0.85100,
HAT-P-13 c,Radial Velocity,446.27000000,,14.28000,
HAT-P-14 b,Transit,4.62767000,1.420,3.44000,
HAT-P-15 b,Transit,10.86350000,1.060,1.94000,
HAT-P-16 b,Transit,2.77596000,1.289,4.19300,2.42000
HAT-P-17 b,Transit,10.33852000,1.050,0.58000,
HAT-P-17 c,Radial Velocity,5584.00000000,,3.40000,
Kepler-163 b,Transit,7.81093700,0.094,,
Kepler-163 c,Transit,21.34726200,0.202,,
Kepler-164 b,Transit,5.03503000,0.126,,
Kepler-164 c,Transit,10.94572300,0.244,,
Kepler-164 d,Transit,28.98676900,0.219,,
Kepler-165 b,Transit,8.18084800,0.207,,
Kepler-165 c,Transit,15.31299000,0.199,,
Kepler-166 b,Transit,7.65025400,0.203,,
Kepler-166 c,Transit,34.26028100,0.212,,
Kepler-167 b,Transit,4.39316320,0.144,,
Kepler-167 c,Transit,7.40611400,0.138,,
Kepler-168 b,Transit,4.42539100,0.130,,
Kepler-168 c,Transit,13.19324200,0.240,,
Kepler-169 b,Transit,3.25061900,0.101,,
Kepler-169 c,Transit,6.19546900,0.108,,
Kepler-169 d,Transit,8.34812500,0.112,,
Kepler-169 e,Transit,13.76710200,0.196,,
Kepler-169 f,Transit,87.09019500,0.230,,
HD 10180 c,Radial Velocity,5.75969000,,0.04160,
HD 10180 d,Radial Velocity,16.35700000,,0.03780,
HD 10180 e,Radial Velocity,49.74800000,,0.08050,
HD 10180 f,Radial Velocity,122.74400000,,0.07220,
HD 10180 g,Radial Velocity,604.67000000,,0.07320,
HD 10180 h,Radial Velocity,2205.00000000,,0.20660,
HD 10442 b,Radial Velocity,1032.30000000,,1.48700,
HD 10647 b,Radial Velocity,989.20000000,,0.94000,
HD 10697 b,Radial Velocity,1075.69000000,,6.38300,
HD 11506 b,Radial Velocity,1622.10000000,,4.83000,
HD 11506 c,Radial Velocity,223.41000000,,0.40800,
HD 11977 b,Radial Velocity,711.00000000,,6.54000,
HD 11964 b,Radial Velocity,1945.00000000,,0.62200,
HD 11964 c,Radial Velocity,37.91000000,,0.07880,
HD 12661 b,Radial Velocity,262.70862000,,2.43000,
HD 12661 c,Radial Velocity,1708.00000000,,1.81200,
HD 13189 b,Radial Velocity,471.60001000,,10.95000,
HD 13908 b,Radial Velocity,19.38200000,,0.86500,
HD 111232 b,Radial Velocity,1143.00000000,,7.14000,
HD 113337 b,Radial Velocity,324.00000000,,2.83000,
HD 113538 b,Radial Velocity,663.20000000,,0.36000,
HD 113538 c,Radial Velocity,1818.00000000,,0.93000,
HD 114386 b,Radial Velocity,937.70001000,,1.14000,
HD 114613 b,Radial Velocity,4000.00000000,,0.35700,
HD 114762 b,Radial Velocity,83.91510000,,10.69000,
HD 114783 b,Radial Velocity,493.70000000,,1.10000,
HD 114729 b,Radial Velocity,1121.79000000,,0.82500,
HD 116029 b,Radial Velocity,670.00000000,,1.40000,
HD 117207 b,Radial Velocity,2621.75000000,,1.92600,
HD 117618 b,Radial Velocity,25.80000000,,0.17400,
HD 118203 b,Radial Velocity,6.13350000,,2.79000,
HD 120084 b,Radial Velocity,2082.00000000,,4.50000,
HD 121504 b,Radial Velocity,63.33000000,,1.51000,
HD 125612 b,Radial Velocity,557.04000000,,3.10000,
HD 125612 c,Radial Velocity,4.15514000,,0.05500,
HD 125612 d,Radial Velocity,2835.00000000,,7.28000,
HAT-P-18 b,Transit,5.50802300,0.995,0.19700,0.25000
BD+48 738 b,Radial Velocity,392.60000000,,0.91000,
BD+49 828 b,Radial Velocity,2590.00000000,,1.60000,
CFBDSIR J145829+101343 b,Imaging,10037.50000000,,10.50000,
CHXR 73 b,Imaging,,,12.56900,
CoRoT-1 b,Transit,1.50895570,1.490,1.03000,0.38000
CoRoT-2 b,Transit,1.74299350,1.466,3.47000,1.47000
CoRoT-3 b,Transit,4.25680000,1.010,21.66000,26.40000
CoRoT-4 b,Transit,9.20205000,1.190,0.72000,0.52500
CoRoT-5 b,Transit,4.03789620,1.388,0.46700,0.21700
CoRoT-6 b,Transit,8.88659300,1.166,2.96000,2.32000
CoRoT-7 b,Transit,0.85359163,0.150,0.01000,
CoRoT-7 c,Radial Velocity,3.69800000,,0.02643,
CoRoT-8 b,Transit,6.21229000,0.570,0.22000,1.60000
CoRoT-9 b,Transit,95.27265600,1.066,0.84000,0.86000
CoRoT-10 b,Transit,13.24060000,0.970,2.75000,3.70000
CoRoT-11 b,Transit,2.99433000,1.430,2.33000,0.99000
CoRoT-12 b,Transit,2.82804200,1.440,0.91700,0.41100
Kepler-170 b,Transit,7.93059200,0.285,,
Kepler-170 c,Transit,16.66586300,0.255,,
Kepler-171 b,Transit,4.16697200,0.209,,
Kepler-171 c,Transit,11.46346200,0.228,,
Kepler-171 d,Transit,39.59551900,0.169,,
Kepler-172 b,Transit,2.94030900,0.210,,
Kepler-172 c,Transit,6.38899600,0.255,,
Kepler-172 d,Transit,14.62711900,0.201,,
Kepler-172 e,Transit,35.11873600,0.246,,
Kepler-173 b,Transit,4.26374200,0.115,,
Kepler-173 c,Transit,8.00577700,0.217,,
Kepler-174 b,Transit,13.98179000,0.175,,
Kepler-174 c,Transit,44.00052900,0.133,,
Kepler-174 d,Transit,247.35373000,0.195,,
Kepler-175 b,Transit,11.90351500,0.228,,
Kepler-175 c,Transit,34.03525700,0.277,,
Kepler-176 b,Transit,5.43307400,0.128,,
Kepler-176 c,Transit,12.75971200,0.232,,
HD 13908 c,Radial Velocity,931.00000000,,5.13000,
HD 13931 b,Radial Velocity,4218.00000000,,2.20000,
HD 14067 b,Radial Velocity,1455.00000000,,7.80000,
HD 16141 b,Radial Velocity,75.52300000,,0.26000,
HD 16417 b,Radial Velocity,17.24000000,,0.06960,
HD 16175 b,Radial Velocity,990.00000000,,5.10000,
HD 17092 b,Radial Velocity,359.89999000,,10.13000,
HD 17156 b,Radial Velocity,21.21663000,1.100,3.51000,
HD 18742 b,Radial Velocity,766.00000000,,3.40000,
HD 19994 b,Radial Velocity,466.20000000,,1.37000,
HD 20794 b,Radial Velocity,18.31500000,,0.00850,
HD 20794 c,Radial Velocity,40.11400000,,0.00760,
HD 20794 d,Radial Velocity,90.30900000,,0.01500,
HD 20782 b,Radial Velocity,597.06430000,,1.48780,
HD 20868 b,Radial Velocity,380.85001000,,1.25000,
HD 23127 b,Radial Velocity,1211.17000000,,1.52700,
HD 23079 b,Radial Velocity,730.59998000,,2.61000,
HD 22781 b,Radial Velocity,528.07000000,,13.65000,
HD 125595 b,Radial Velocity,9.67370000,,0.02000,
HD 126614 b,Radial Velocity,1244.00000000,,0.41000,
HD 128311 b,Radial Velocity,453.01900000,,1.76900,
HD 128311 c,Radial Velocity,921.53800000,,3.78900,
HD 129445 b,Radial Velocity,1840.00000000,,1.60000,
HD 130322 b,Radial Velocity,10.70871000,,1.15000,
HD 131496 b,Radial Velocity,896.00000000,,1.80000,
HD 132406 b,Radial Velocity,974.00000000,,5.38000,
HD 132563 b,Radial Velocity,1544.00000000,,1.49000,
HD 131664 b,Radial Velocity,1951.00000000,,19.12000,
HD 134987 b,Radial Velocity,258.17999000,,1.61000,
HD 134987 c,Radial Velocity,5000.00000000,,0.82000,
HD 136418 b,Radial Velocity,464.29999000,,2.14000,
HD 139357 b,Radial Velocity,1125.70000000,,9.76000,
HD 137388 b,Radial Velocity,330.00000000,,0.20000,
HD 141937 b,Radial Velocity,653.21997000,,9.69000,
HD 142245 b,Radial Velocity,1299.00000000,,3.07000,
HD 142415 b,Radial Velocity,386.29999000,,1.67000,
CoRoT-13 b,Transit,4.03519000,0.885,1.30800,2.34000
CoRoT-14 b,Transit,1.51214000,1.090,7.60000,7.30000
CoRoT-16 b,Transit,5.35227000,1.170,0.53500,0.44000
CoRoT-17 b,Transit,3.76810000,1.020,2.43000,2.82000
CoRoT-18 b,Transit,1.90006930,1.310,3.47000,2.20000
CoRoT-19 b,Transit,3.89713000,1.290,1.11000,0.71000
CoRoT-20 b,Transit,9.24285000,,4.30000,
CoRoT-22 b,Transit,9.75598000,0.435,0.03800,0.24900
CoRoT-23 b,Transit,3.63130000,1.050,2.80000,3.00000
CoRoT-24 b,Transit,5.11340000,0.330,0.01800,0.90000
CoRoT-24 c,Transit,11.75900000,0.440,0.08800,1.30000
CoRoT-25 b,Transit,4.86069000,1.080,0.27000,0.15000
CoRoT-26 b,Transit,4.20474000,1.260,0.52000,0.28000
CoRoT-27 b,Transit,3.57532000,1.007,10.39000,12.60000
CoRoT-28 b,Transit,5.20851000,0.955,0.48400,0.69000
CoRoT-29 b,Transit,2.85057000,0.900,0.85000,1.45000
DENIS-P J082303.1-491201 b,Astrometry,246.36000000,,28.50000,
GJ 86 b,Radial Velocity,15.76491000,,4.42000,
Kepler-176 d,Transit,25.75197400,0.224,,
Kepler-177 b,Transit,35.86010000,0.312,0.01837,0.75000
Kepler-177 c,Transit,49.40926000,0.779,0.04625,0.12100
Kepler-178 b,Transit,9.57669400,0.259,,
Kepler-178 c,Transit,20.55280200,0.257,,
Kepler-178 d,Transit,96.67898800,0.352,,
Kepler-179 b,Transit,2.73592600,0.146,,
Kepler-179 c,Transit,6.40013000,0.178,,
Kepler-180 b,Transit,13.81712400,0.134,,
Kepler-180 c,Transit,41.88577500,0.269,,
Kepler-181 b,Transit,3.13787300,0.113,,
Kepler-181 c,Transit,4.30214900,0.178,,
Kepler-182 b,Transit,9.82579200,0.230,,
Kepler-182 c,Transit,20.68434200,0.306,,
Kepler-183 b,Transit,5.68794500,0.184,,
Kepler-183 c,Transit,11.63707100,0.203,,
Kepler-184 b,Transit,10.68757600,0.211,,
Kepler-184 c,Transit,20.30300500,0.176,,
HD 23596 b,Radial Velocity,1561.00000000,,9.03000,
HD 24040 b,Radial Velocity,3668.00000000,,3.86000,
HD 25171 b,Radial Velocity,1802.29000000,,0.91500,
HD 27442 b,Radial Velocity,428.10000000,,1.56000,
HD 27631 b,Radial Velocity,2198.14000000,,1.49400,
HD 27894 b,Radial Velocity,18.02000000,,0.66500,
HD 28254 b,Radial Velocity,1116.00000000,,1.16000,
HD 28185 b,Radial Velocity,379.00000000,,5.90000,
HD 28678 b,Radial Velocity,380.20000000,,1.54200,
HD 30177 b,Radial Velocity,2527.83000000,,8.62200,
HD 30562 b,Radial Velocity,1157.00000000,,1.22000,
HD 30669 b,Radial Velocity,1684.00000000,,0.47000,
HD 30856 b,Radial Velocity,847.00000000,,1.54700,
HD 31253 b,Radial Velocity,466.00000000,,0.62000,
HD 32518 b,Radial Velocity,157.54000000,,3.04000,
HD 33142 b,Radial Velocity,326.00000000,,1.38500,
HD 33283 b,Radial Velocity,18.19910000,,0.32900,
HD 33564 b,Radial Velocity,388.00000000,,9.10000,
HD 143361 b,Radial Velocity,1039.15000000,,3.53200,
HD 145457 b,Radial Velocity,176.30000000,,2.23000,
HD 142022 A b,Radial Velocity,1928.00000000,,4.44000,
HD 145377 b,Radial Velocity,103.95000000,,6.02000,
HD 145934 b,Radial Velocity,2730.00000000,,2.28000,
HD 147018 b,Radial Velocity,44.23600000,,2.12000,
HD 147018 c,Radial Velocity,1008.00000000,,6.56000,
HD 147513 b,Radial Velocity,528.40000000,,1.21000,
HD 148156 b,Radial Velocity,1027.00000000,,0.85000,
HD 148427 b,Radial Velocity,331.50000000,,1.30000,
HD 149026 b,Radial Velocity,2.87589000,0.740,0.38000,
HD 149143 b,Radial Velocity,4.07182000,,1.33000,
HD 150706 b,Radial Velocity,5894.00000000,,2.71000,
HD 152079 b,Radial Velocity,2918.92000000,,2.66100,
HD 152581 b,Radial Velocity,686.50000000,,1.86900,
HD 153950 b,Radial Velocity,499.39999000,,2.95000,
HD 154345 b,Radial Velocity,3341.55884000,,0.82000,
HD 154672 b,Radial Velocity,163.94000000,,5.37000,
HAT-P-19 b,Transit,4.00877800,1.132,0.29200,0.25000
HAT-P-20 b,Transit,2.87531700,0.867,7.24600,13.78000
HAT-P-21 b,Transit,4.12448000,1.110,4.87000,
HAT-P-22 b,Transit,3.21222000,1.150,2.47000,
HAT-P-23 b,Transit,1.21288000,1.090,1.34000,
HAT-P-24 b,Transit,3.35524000,1.300,0.75000,
HAT-P-25 b,Transit,3.65281514,1.135,0.56900,0.48300
HAT-P-26 b,Transit,4.23452000,0.630,0.07000,
HAT-P-27 b,Transit,3.03957700,1.020,0.62000,
HAT-P-28 b,Transit,3.25721500,1.212,0.62600,0.44000
HAT-P-29 b,Transit,5.72319000,1.170,0.88000,
HAT-P-30 b,Transit,2.81060000,1.440,0.83000,
HAT-P-31 b,Transit,5.00542000,1.090,2.27000,
HAT-P-32 b,Transit,2.15000820,1.980,0.68000,0.10800
HAT-P-33 b,Transit,3.47447000,1.850,0.92000,
HAT-P-34 b,Transit,5.45265400,1.197,3.33000,2.50000
HAT-P-35 b,Transit,3.64670600,1.332,1.05600,0.55000
Kepler-115 b,Transit,2.40367900,0.097,,
Kepler-184 d,Transit,29.02235800,0.222,,
Kepler-185 b,Transit,1.63290000,0.104,,
Kepler-185 c,Transit,20.72904200,0.180,,
Kepler-186 b,Transit,3.88679070,0.095,,
Kepler-186 c,Transit,7.26730200,0.112,,
Kepler-186 d,Transit,13.34299600,0.125,,
Kepler-186 e,Transit,22.40770400,0.113,,
Kepler-186 f,Transit,129.94410000,0.104,,
Kepler-187 b,Transit,4.93886400,0.126,,
Kepler-187 c,Transit,10.64026300,0.238,,
Kepler-188 b,Transit,2.06189700,0.150,,
Kepler-188 c,Transit,5.99655300,0.285,,
Kepler-189 b,Transit,10.39993100,0.108,,
Kepler-189 c,Transit,20.13486600,0.212,,
Kepler-190 b,Transit,2.01999900,0.139,,
Kepler-190 c,Transit,3.76302400,0.130,,
Kepler-191 b,Transit,9.93963200,0.120,,
Kepler-191 c,Transit,17.73850600,0.166,,
HD 34445 b,Radial Velocity,1049.00000000,,0.82000,
HD 37124 b,Radial Velocity,154.37800000,,0.67500,
HD 37124 c,Radial Velocity,885.50000000,,0.65200,
HD 37124 d,Radial Velocity,1862.00000000,,0.69600,
HD 37605 b,Radial Velocity,55.01292000,,2.69000,
HD 37605 c,Radial Velocity,2720.00000000,,3.19000,
HD 38283 b,Radial Velocity,363.20001000,,0.40000,
HD 38529 b,Radial Velocity,14.30944000,,0.79700,
HD 38529 c,Radial Velocity,2136.10000000,,12.99000,
HD 38801 b,Radial Velocity,685.25000000,,9.69800,
HD 39091 b,Radial Velocity,2093.07000000,,10.02000,
HD 40307 b,Radial Velocity,4.31230000,,0.01260,
HD 40307 c,Radial Velocity,9.61840000,,0.02080,
HD 40307 d,Radial Velocity,20.43200000,,0.02990,
HD 40307 f,Radial Velocity,51.76000000,,0.01640,
HD 40307 g,Radial Velocity,197.80000000,,0.02230,
HD 40979 b,Radial Velocity,264.14999000,,4.67000,
HD 41004 A b,Radial Velocity,963.00000000,,2.54000,
HD 154857 b,Radial Velocity,408.60001000,,2.45000,
HD 154857 c,Radial Velocity,3452.00000000,,2.58000,
HD 155358 b,Radial Velocity,194.30000000,,0.99000,
HD 155358 c,Radial Velocity,391.90000000,,0.82000,
HD 156279 b,Radial Velocity,131.05000000,,9.88000,
HD 156411 b,Radial Velocity,842.20000000,,0.74000,
HD 156668 b,Radial Velocity,4.64550000,,0.01300,
HD 156846 b,Radial Velocity,359.51001000,,10.67000,
HD 158038 b,Radial Velocity,521.00000000,,1.53000,
HD 159243 b,Radial Velocity,12.62000000,,1.13000,
HD 159243 c,Radial Velocity,248.40000000,,1.90000,
HD 159868 b,Radial Velocity,1184.10000000,,2.21800,
HD 159868 c,Radial Velocity,351.00000000,,0.76800,
HD 160691 b,Radial Velocity,643.25000000,,1.67600,
HD 160691 c,Radial Velocity,4205.80000000,,1.81400,
HD 160691 d,Radial Velocity,9.63860000,,0.03321,
HD 160691 e,Radial Velocity,310.55000000,,0.52190,
HD 162020 b,Radial Velocity,8.42820000,,9.84000,
Kepler-115 c,Transit,8.99088900,0.232,,
Kepler-116 b,Transit,5.96873400,0.305,,
Kepler-116 c,Transit,13.07163000,0.205,,
Kepler-117 b,Transit,18.79592280,0.719,0.09400,0.30000
Kepler-117 c,Transit,50.79039100,1.101,1.84000,1.74000
Kepler-118 b,Transit,7.51849600,0.175,,
Kepler-118 c,Transit,20.17202000,0.685,,
Kepler-119 b,Transit,2.42208200,0.321,,
Kepler-119 c,Transit,4.12510300,0.082,,
Kepler-120 b,Transit,6.31250100,0.192,,
Kepler-120 c,Transit,12.79458500,0.136,,
Kepler-121 b,Transit,3.17742200,0.209,,
Kepler-121 c,Transit,41.00801100,0.203,,
Kepler-122 b,Transit,5.76619300,0.209,,
Kepler-122 c,Transit,12.46598800,0.524,,
